1183.0,1183.0,1183.0,1183.0,1183.0,887.0,1183.0,1183.0,1775.0,4141.0,5324.0,7986.0,11241.0,12424.0,9466.0,5028.0,4732.0,6508.0,6212.0,2367.0,2663.0,5324.0,3550.0,887.0,2663.0,2959.0,1183.0,7691.0,15678.0,14496.0,7691.0,3255.0,3550.0,1479.0,2959.0,4732.0,4141.0,3255.0,3845.0,4141.0,2959.0,2663.0,10650.0,17158.0,18638.0,12424.0,15383.0,12424.0,9466.0,9170.0,1775.0,1479.0,1775.0,3255.0,4732.0,7986.0,7986.0,7986.0,8282.0,7691.0,7691.0,7691.0,7396.0,7691.0
295.0,295.0,0.0,591.0,295.0,295.0,591.0,0.0,1479.0,2959.0,3255.0,4141.0,15088.0,16270.0,4732.0,887.0,7986.0,13312.0,12424.0,4732.0,4732.0,7691.0,6212.0,2663.0,5620.0,3255.0,5324.0,15678.0,20116.0,16270.0,4732.0,4732.0,4732.0,887.0,3255.0,13312.0,15383.0,15678.0,17454.0,17158.0,12720.0,17158.0,25442.0,29584.0,23666.0,14200.0,9466.0,6508.0,2959.0,4141.0,5324.0,4732.0,2959.0,3845.0,5916.0,9170.0,9170.0,7691.0,7691.0,7986.0,7691.0,7691.0,7691.0,7691.0
0.0,295.0,295.0,295.0,591.0,295.0,887.0,295.0,1775.0,6508.0,8874.0,9466.0,15088.0,17158.0,14200.0,2663.0,2071.0,8874.0,13016.0,6804.0,2071.0,4732.0,4732.0,3845.0,4141.0,2071.0,7986.0,18933.0,24554.0,18933.0,10058.0,14200.0,17158.0,9466.0,5620.0,15678.0,21300.0,22188.0,23666.0,23075.0,7691.0,6508.0,16862.0,35204.0,31358.0,23074.0,16270.0,11241.0,2663.0,2071.0,4732.0,7100.0,2663.0,1479.0,2071.0,4141.0,4732.0,4732.0,4732.0,4732.0,5028.0,5324.0,5324.0,5324.0
1775.0,1775.0,1775.0,1775.0,1775.0,1775.0,887.0,887.0,2959.0,7691.0,9466.0,10946.0,22779.0,14792.0,9466.0,2071.0,1775.0,5324.0,4141.0,1479.0,1479.0,4141.0,3255.0,1775.0,591.0,5620.0,15974.0,25146.0,25146.0,15088.0,6212.0,18342.0,19820.0,9466.0,7986.0,18933.0,22779.0,25146.0,27808.0,26625.0,20708.0,21004.0,30175.0,26330.0,24554.0,20708.0,10354.0,6804.0,3255.0,4732.0,8282.0,7691.0,2959.0,887.0,2071.0,3255.0,3255.0,3550.0,5324.0,5324.0,5620.0,5620.0,5620.0,5620.0
2071.0,2071.0,1775.0,1775.0,4732.0,7100.0,6212.0,10650.0,16566.0,20708.0,22483.0,22779.0,24554.0,26330.0,23666.0,13608.0,591.0,8282.0,8874.0,4141.0,7691.0,14200.0,11536.0,6212.0,5620.0,13312.0,20708.0,26920.0,26034.0,18933.0,4732.0,8282.0,22188.0,14792.0,4732.0,14200.0,19524.0,23666.0,28992.0,30175.0,23666.0,18046.0,21004.0,25442.0,24258.0,18638.0,23666.0,20412.0,5028.0,3255.0,7986.0,19820.0,12720.0,3255.0,3845.0,6508.0,7100.0,14496.0,23075.0,28400.0,28400.0,28400.0,28400.0,28400.0
23962.0,23666.0,22188.0,25738.0,21004.0,15088.0,13312.0,15974.0,21004.0,23962.0,25146.0,26330.0,28400.0,29880.0,26625.0,15383.0,3255.0,8282.0,6508.0,2071.0,13016.0,18933.0,16270.0,10650.0,14200.0,21004.0,26330.0,29880.0,28400.0,21892.0,15088.0,21004.0,23666.0,14200.0,3255.0,11241.0,17454.0,24554.0,31358.0,31062.0,22188.0,13016.0,15974.0,22188.0,25738.0,30175.0,29880.0,23666.0,13312.0,13608.0,18638.0,17158.0,10354.0,3845.0,2071.0,5620.0,15678.0,23666.0,31654.0,34612.0,31062.0,28400.0,28400.0,28400.0
23666.0,24554.0,32246.0,31950.0,27512.0,20708.0,18046.0,17750.0,19820.0,21892.0,23075.0,23666.0,25442.0,26034.0,22779.0,13608.0,5916.0,10354.0,8874.0,3255.0,11241.0,18933.0,18933.0,15974.0,19524.0,23666.0,22188.0,21892.0,25442.0,26625.0,22483.0,18046.0,16270.0,12424.0,5916.0,4732.0,10650.0,19820.0,27808.0,28400.0,20412.0,7691.0,5620.0,16270.0,24850.0,30470.0,31358.0,23666.0,14200.0,11241.0,15088.0,14200.0,9466.0,887.0,887.0,1775.0,7691.0,26920.0,33134.0,35204.0,29880.0,24554.0,24554.0,24258.0
36092.0,36388.0,34317.0,32542.0,28400.0,23666.0,17158.0,15383.0,14200.0,15088.0,19524.0,20116.0,21004.0,15088.0,15383.0,6804.0,6508.0,12128.0,11241.0,6508.0,11832.0,17454.0,18933.0,19228.0,23666.0,24554.0,17158.0,14200.0,22779.0,28400.0,25146.0,16270.0,10058.0,7396.0,5324.0,5324.0,12128.0,21004.0,26920.0,25738.0,18933.0,10354.0,12720.0,21300.0,27216.0,29584.0,25738.0,18046.0,10058.0,8578.0,10650.0,9466.0,7396.0,5620.0,9466.0,16566.0,25442.0,32246.0,34612.0,33726.0,28400.0,20412.0,13904.0,24258.0
27216.0,29880.0,28400.0,26920.0,27216.0,25738.0,24554.0,22188.0,18933.0,14496.0,13312.0,12128.0,12128.0,11832.0,10058.0,3550.0,5620.0,10354.0,9762.0,7986.0,10058.0,14200.0,18342.0,21892.0,24554.0,23666.0,14200.0,5916.0,9466.0,16566.0,16270.0,8874.0,2071.0,887.0,1479.0,2071.0,4141.0,8874.0,11241.0,11241.0,8874.0,6804.0,8874.0,11832.0,13608.0,14200.0,10946.0,6212.0,1775.0,1479.0,1775.0,1775.0,1183.0,1479.0,2959.0,7100.0,14200.0,20708.0,24554.0,26625.0,23666.0,18933.0,11832.0,7691.0
21004.0,20412.0,19524.0,11536.0,12720.0,12128.0,13608.0,13312.0,13312.0,10650.0,8282.0,3255.0,3845.0,4732.0,5324.0,4141.0,5916.0,7100.0,5916.0,4732.0,6212.0,10058.0,13904.0,17454.0,21892.0,19228.0,10946.0,1479.0,13608.0,20116.0,20412.0,13904.0,5916.0,2959.0,3550.0,5916.0,7691.0,10650.0,11536.0,12128.0,12128.0,13312.0,14200.0,14200.0,12720.0,11241.0,7986.0,4732.0,3845.0,3550.0,4732.0,3845.0,2959.0,3255.0,7100.0,12424.0,17750.0,21004.0,24258.0,25442.0,23371.0,19524.0,14792.0,11536.0
